Pos,Name,Salary,TeamAbbrev,AvgPointsPerGame,Projected Points,dk_pos_sal_avg_points
QB,Joe Burrow,6200,CIN,22.93,16.7,18.144482758620697
RB,Leonard Fournette,6200,TB,16.75,12.7,14.637037037037034
RB,Kareem Hunt,6100,CLE,18.1,12.8,12.810714285714289
WR,Robert Woods,6100,LAR,16.1,14.7,13.235087719298253
WR,Keenan Allen,6100,LAC,12.15,15.5,13.235087719298253
QB,Tom Brady,6100,TB,16.57,17.0,20.393999999999995
WR,A.J. Green,6000,CIN,8.0,12.8,15.04358208955224
WR,Will Fuller V,6000,HOU,11.1,11.9,15.04358208955224
QB,Philip Rivers,6000,IND,15.84,16.4,19.038378378378376
RB,Kenyan Drake,6000,ARI,13.0,16.4,13.955319148936171
RB,Joe Mixon,5900,CIN,9.85,15.3,14.145
WR,Tyler Boyd,5900,CIN,13.75,13.0,12.243076923076925
WR,Terry McLaurin,5900,WAS,19.8,15.5,12.243076923076925
QB,Ryan Tannehill,5900,TEN,23.06,17.6,19.941492537313426
QB,Justin Herbert,5900,LAC,26.24,16.9,19.941492537313426
TE,Tyler Higbee,5900,LAR,17.7,12.7,18.522222222222226
RB,Todd Gurley II,5800,ATL,9.9,12.6,15.604444444444447
RB,Melvin Gordon III,5800,DEN,16.5,14.9,15.604444444444447
QB,Carson Wentz,5800,PHI,15.19,18.2,18.35878787878788
WR,Marvin Jones Jr.,5800,DET,10.9,13.4,12.025373134328357
TE,Darren Waller,5700,LV,20.9,14.8,11.825
QB,Mitchell Trubisky,5700,CHI,19.74,16.6,18.97193548387097
QB,Baker Mayfield,5700,CLE,13.56,16.1,18.97193548387097
RB,David Montgomery,5700,CHI,15.05,12.3,13.7075
WR,John Brown,5700,BUF,18.6,12.3,13.357142857142858
QB,Jared Goff,5600,LAR,17.74,16.3,17.546562500000004
WR,T.Y. Hilton,5600,IND,7.55,14.3,11.217391304347824
QB,Daniel Jones,5500,NYG,14.55,14.7,16.677931034482764
QB,Kirk Cousins,5500,MIN,12.14,14.9,16.677931034482764
WR,Jarvis Landry,5500,CLE,9.35,12.8,12.858823529411762
WR,Michael Gallup,5500,DAL,7.9,13.5,12.858823529411762
QB,Derek Carr,5400,LV,18.07,14.6,17.670980392156867
RB,David Johnson,5400,HOU,13.45,13.1,13.520000000000005
WR,Diontae Johnson,5400,PIT,16.95,15.1,10.844776119402983
WR,CeeDee Lamb,5400,DAL,15.7,11.7,10.844776119402983
TE,Noah Fant,5400,DEN,18.4,11.1,9.29
RB,Dion Lewis,5300,NYG,7.85,9.4,9.829411764705883
TE,T.J. Hockenson,5300,DET,13.4,11.5,12.225
QB,Jeff Driskel,5300,DEN,19.74,13.6,17.432727272727274
WR,DeSean Jackson,5200,PHI,9.5,12.2,10.608732394366198
WR,Brandin Cooks,5200,HOU,9.25,11.7,10.608732394366198
WR,Corey Davis,5200,TEN,16.35,12.7,10.608732394366198
WR,Robby Anderson,5200,CAR,25.15,12.5,10.608732394366198
TE,Jonnu Smith,5200,TEN,19.0,11.7,12.660000000000002
RB,Malcolm Brown,5200,LAR,15.35,9.8,11.774909090909093
QB,Teddy Bridgewater,5200,CAR,17.02,14.4,15.460312500000004
WR,Russell Gage,5100,ATL,20.0,12.0,11.898507462686567
TE,Zach Ertz,5100,PHI,10.0,13.5,9.010000000000002
QB,Nick Mullens,5100,SF,1.64,14.7,14.3046875
RB,Mike Davis,5100,CAR,7.75,13.1,11.643999999999993
QB,Jarrett Stidham,5000,NE,0.0,0.2,14.45754385964912
QB,Nick Foles,5000,CHI,0.0,0.9,14.45754385964912
QB,C.J. Beathard,5000,SF,0.0,0.9,14.45754385964912
QB,Sam Darnold,5000,NYJ,12.03,11.4,14.45754385964912
QB,Jacoby Brissett,5000,IND,0.0,0.5,14.45754385964912
QB,Chase Daniel,5000,DET,0.0,0.9,14.45754385964912
QB,Brett Hundley,5000,ARI,0.0,0.9,14.45754385964912
WR,Kendrick Bourne,5000,SF,8.05,9.9,12.526436781609194
WR,Jerry Jeudy,5000,DEN,9.9,10.2,12.526436781609194
TE,Evan Engram,5000,NYG,7.7,10.6,12.709090909090905
RB,Joshua Kelley,5000,LAC,12.65,9.5,12.412368421052632
RB,D'Andre Swift,5000,DET,11.75,8.9,12.412368421052632
RB,Ronald Jones II,5000,TB,10.45,8.2,12.412368421052632
WR,Anthony Miller,4900,CHI,8.8,9.7,10.839583333333332
WR,Darius Slayton,4900,NYG,18.75,12.7,10.839583333333332
QB,Ryan Finley,4900,CIN,0.0,0.9,12.453939393939393
QB,Mason Rudolph,4900,PIT,0.0,0.9,12.453939393939393
TE,Dallas Goedert,4900,PHI,17.05,12.0,7.776190476190478
RB,Jerick McKinnon,4900,SF,13.55,13.6,12.54925373134328
RB,Devin Singletary,4900,BUF,9.95,14.6,12.54925373134328
QB,Case Keenum,4800,CLE,0.0,0.7,12.785454545454545
TE,Hunter Henry,4800,LAC,13.3,13.4,10.386956521739132
RB,Nyheim Hines,4800,IND,14.35,7.6,9.698684210526318
QB,Matt Schaub,4700,ATL,0.0,0.7,10.740750000000006
QB,AJ McCarron,4700,HOU,0.0,0.2,10.740750000000006
QB,Alex Smith,4700,WAS,0.0,0.8,10.740750000000006
TE,Hayden Hurst,4700,ATL,12.5,11.3,13.015384615384615
RB,Benny Snell Jr.,4700,PIT,7.2,4.8,11.177528089887641
RB,Antonio Gibson,4700,WAS,9.3,11.8,11.177528089887641
RB,Jalen Richard,4600,LV,5.55,4.4,10.090697674418603
RB,Chase Edmonds,4600,ARI,8.9,7.1,10.090697674418603
WR,Larry Fitzgerald,4600,ARI,9.7,11.1,9.93584905660377
WR,Danny Amendola,4600,DET,8.6,9.4,9.93584905660377
QB,Blaine Gabbert,4600,TB,0.0,0.8,10.028275862068966
WR,Golden Tate,4500,NYG,9.7,10.8,10.109133858267713
WR,Cole Beasley,4500,BUF,10.9,9.2,10.109133858267713
WR,Zach Pascal,4500,IND,7.35,7.9,10.109133858267713
RB,Adrian Peterson,4500,DET,9.25,7.7,9.070344827586213
TE,Dalton Schultz,4500,DAL,12.45,8.9,10.184
RB,Sony Michel,4400,NE,5.8,7.6,9.209401709401707
RB,Boston Scott,4400,PHI,7.35,7.1,9.209401709401707
RB,Frank Gore,4400,NYJ,4.35,8.6,9.209401709401707
WR,Randall Cobb,4400,HOU,7.6,7.8,9.224948453608249
QB,Kyle Allen,4400,WAS,0.0,0.9,6.77855072463768
QB,Matt Barkley,4400,BUF,0.0,0.3,6.77855072463768
TE,Austin Hooper,4400,CLE,3.85,8.7,8.736363636363636
WR,Hunter Renfrow,4300,LV,5.4,9.6,8.866019417475725
WR,Mike Williams,4300,LAC,7.15,10.2,8.866019417475725
RB,Tarik Cohen,4300,CHI,5.2,8.0,7.645871559633025
RB,Peyton Barber,4300,WAS,7.5,4.1,7.645871559633025
RB,Carlos Hyde,4300,SEA,7.0,5.5,7.645871559633025
RB,Tony Pollard,4300,DAL,3.55,5.1,7.645871559633025
TE,Eric Ebron,4300,PIT,5.05,8.1,7.975862068965517
QB,Brian Hoyer,4200,NE,0.0,0.8,2.3715384615384614
QB,Jalen Hurts,4200,PHI,0.0,1.7,2.3715384615384614
QB,Sean Mannion,4200,MIN,0.0,0.1,2.3715384615384614
QB,Jake Fromm,4200,BUF,0.0,0.1,2.3715384615384614
QB,Geno Smith,4200,SEA,0.0,0.7,2.3715384615384614
QB,Andy Dalton,4200,DAL,0.0,1.0,2.3715384615384614
WR,N'Keal Harry,4200,NE,11.55,11.4,9.622131147540983
WR,Justin Jefferson,4200,MIN,6.0,6.6,9.622131147540983
RB,Giovani Bernard,4200,CIN,7.15,5.7,7.784566929133858
RB,Kerryon Johnson,4200,DET,5.3,6.7,7.784566929133858
TE,Greg Olsen,4200,SEA,6.2,6.2,9.7
QB,Nathan Peterman,4100,LV,0.0,0.9,4.17
QB,Nate Sudfeld,4100,PHI,0.0,0.8,4.17
QB,Colt McCoy,4100,NYG,0.0,0.7,4.17
QB,Logan Woodside,4100,TEN,0.0,0.7,4.17
QB,John Wolford,4100,LAR,0.0,0.6,4.17
QB,Chris Streveler,4100,ARI,0.15,1.8,4.17
WR,Brandon Aiyuk,4100,SF,4.1,8.6,8.493457943925232
WR,James Washington,4100,PIT,8.3,8.0,8.493457943925232
WR,Marvin Hall,4100,DET,6.5,2.6,8.493457943925232
DST,Colts ,4100,IND,9.5,8.3,12.0
RB,Rex Burkhead,4000,NE,6.05,9.2,6.313488372093024
RB,J.J. Taylor,4000,NE,2.05,3.2,6.313488372093024
RB,Jakob Johnson,4000,NE,3.55,1.4,6.313488372093024
RB,Jakob Johnson,4000,NE,3.55,0.8,6.313488372093024
RB,Devontae Booker,4000,LV,4.85,3.2,6.313488372093024
RB,Alec Ingold,4000,LV,4.25,1.1,6.313488372093024
RB,Ryan Nall,4000,CHI,0.6,1.4,6.313488372093024
RB,Brian Hill,4000,ATL,4.25,3.9,6.313488372093024
RB,Ito Smith,4000,ATL,2.8,3.7,6.313488372093024
RB,Qadree Ollison,4000,ATL,0.0,0.9,6.313488372093024
RB,Keith Smith,4000,ATL,0.65,0.9,6.313488372093024
RB,Corey Clement,4000,PHI,2.05,2.0,6.313488372093024
RB,Jason Huntley,4000,PHI,0.1,0.9,6.313488372093024
RB,Samaje Perine,4000,CIN,0.0,0.8,6.313488372093024
RB,Trayveon Williams,4000,CIN,0.0,1.4,6.313488372093024
RB,Jeff Wilson Jr.,4000,SF,0.15,7.7,6.313488372093024
RB,Kyle Juszczyk,4000,SF,4.2,4.5,6.313488372093024
RB,Elijhaa Penny,4000,NYG,0.0,0.6,6.313488372093024
RB,Jaylen Samuels,4000,PIT,1.35,3.1,6.313488372093024
RB,Anthony McFarland Jr.,4000,PIT,0.0,1.4,6.313488372093024
RB,Derek Watt,4000,PIT,0.0,0.7,6.313488372093024
RB,Buddy Howell,4000,HOU,0.0,1.6,6.313488372093024
RB,C.J. Prosise,4000,HOU,0.0,2.0,6.313488372093024
RB,Cullen Gillaspia,4000,HOU,0.0,0.3,6.313488372093024
RB,Alexander Mattison,4000,MIN,7.3,6.4,6.313488372093024
RB,Ameer Abdullah,4000,MIN,0.0,0.9,6.313488372093024
RB,Mike Boone,4000,MIN,0.0,1.3,6.313488372093024
RB,C.J. Ham,4000,MIN,0.2,1.6,6.313488372093024
RB,Darrynton Evans,4000,TEN,0.0,4.0,6.313488372093024
RB,Senorise Perry,4000,TEN,0.45,0.2,6.313488372093024
RB,Jeremy McNichols,4000,TEN,0.35,1.7,6.313488372093024
RB,Khari Blasingame,4000,TEN,0.75,0.7,6.313488372093024
RB,J.D. McKissic,4000,WAS,3.1,5.8,6.313488372093024
RB,Bryce Love,4000,WAS,0.0,1.1,6.313488372093024
RB,D'Ernest Johnson,4000,CLE,0.25,0.6,6.313488372093024
RB,Andy Janovich,4000,CLE,0.5,1.9,6.313488372093024
RB,Xavier Jones,4000,LAR,0.0,1.0,6.313488372093024
RB,T.J. Yeldon,4000,BUF,0.0,3.8,6.313488372093024
RB,Taiwan Jones,4000,BUF,0.0,0.6,6.313488372093024
RB,Trenton Cannon,4000,CAR,0.0,2.4,6.313488372093024
RB,Alex Armah,4000,CAR,1.25,1.7,6.313488372093024
RB,Darius Bradwell,4000,LAC,0.0,2.4,6.313488372093024
RB,Gabe Nabers,4000,LAC,0.0,0.9,6.313488372093024
RB,Kalen Ballage,4000,NYJ,3.7,3.2,6.313488372093024
RB,Josh Adams,4000,NYJ,5.1,2.7,6.313488372093024
RB,Jordan Wilkins,4000,IND,2.0,4.4,6.313488372093024
RB,Eno Benjamin,4000,ARI,0.0,2.0,6.313488372093024
RB,Ty Johnson,4000,DET,0.0,1.2,6.313488372093024
RB,Travis Homer,4000,SEA,2.2,2.5,6.313488372093024
RB,DeeJay Dallas,4000,SEA,0.0,0.1,6.313488372093024
RB,Nick Bellore,4000,SEA,0.0,0.6,6.313488372093024
RB,Rico Dowdle,4000,DAL,0.0,1.1,6.313488372093024
RB,LeSean McCoy,4000,TB,4.15,4.2,6.313488372093024
RB,Ke'Shawn Vaughn,4000,TB,0.0,1.2,6.313488372093024
RB,Royce Freeman,4000,DEN,2.1,4.4,6.313488372093024
TE,Jordan Reed,4000,SF,13.6,12.0,7.833333333333332
DST,Steelers ,4000,PIT,10.5,8.9,11.38095238095238
QB,Easton Stick,4000,LAC,0.0,1.3,3.027872340425533
QB,Jacob Eason,4000,IND,0.0,0.2,3.027872340425533
QB,Ryan Griffin,4000,TB,0.0,3.7,3.027872340425533
WR,Curtis Samuel,4000,CAR,7.6,10.2,7.9373626373626385
WR,Michael Pittman Jr.,4000,IND,5.35,8.7,7.9373626373626385
WR,Quintez Cephus,4000,DET,7.85,4.0,7.9373626373626385
WR,Scotty Miller,4000,TB,8.05,7.9,7.9373626373626385
TE,Ryan Griffin,2500,NYJ,0.0,3.7,1.8705064880703242
TE,Foster Moreau,2500,LV,2.05,3.1,1.8705064880703242
TE,Derek Carrier,2500,LV,0.0,0.7,1.8705064880703242
TE,Demetrius Harris,2500,CHI,0.0,2.0,1.8705064880703242
TE,J.P. Holtz,2500,CHI,0.0,0.7,1.8705064880703242
TE,Patrick Scales,2500,CHI,0.0,0.2,1.8705064880703242
TE,Jaeden Graham,2500,ATL,0.0,1.2,1.8705064880703242
TE,Luke Stocker,2500,ATL,0.0,0.8,1.8705064880703242
TE,Richard Rodgers,2500,PHI,0.0,0.8,1.8705064880703242
TE,Cethan Carter,2500,CIN,0.0,2.0,1.8705064880703242
TE,Mason Schreck,2500,CIN,0.0,1.7,1.8705064880703242
TE,Ross Dwelley,2500,SF,0.75,2.9,1.8705064880703242
TE,Charlie Woerner,2500,SF,0.0,1.4,1.8705064880703242
TE,Levine Toilolo,2500,NYG,1.15,1.5,1.8705064880703242
TE,Pharaoh Brown,2500,HOU,0.0,0.7,1.8705064880703242
TE,Kahale Warring,2500,HOU,0.0,0.2,1.8705064880703242
TE,Tyler Conklin,2500,MIN,0.0,0.7,1.8705064880703242
TE,MyCole Pruitt,2500,TEN,3.55,2.4,1.8705064880703242
TE,Anthony Firkser,2500,TEN,5.5,5.0,1.8705064880703242
TE,Marcus Baugh,2500,WAS,0.6,1.5,1.8705064880703242
TE,Harrison Bryant,2500,CLE,1.95,4.3,1.8705064880703242
TE,Stephen Carlson,2500,CLE,0.0,1.4,1.8705064880703242
TE,Gerald Everett,2500,LAR,0.85,3.6,1.8705064880703242
TE,Johnny Mundt,2500,LAR,0.0,0.1,1.8705064880703242
TE,Lee Smith,2500,BUF,0.0,0.9,1.8705064880703242
TE,Tommy Sweeney,2500,BUF,0.0,0.2,1.8705064880703242
TE,Chris Manhertz,2500,CAR,1.6,1.8,1.8705064880703242
TE,Virgil Green,2500,LAC,1.0,1.8,1.8705064880703242
TE,Stephen Anderson,2500,LAC,0.0,0.7,1.8705064880703242
TE,Donald Parham Jr.,2500,LAC,0.0,1.9,1.8705064880703242
TE,Trevon Wesco,2500,NYJ,0.0,0.7,1.8705064880703242
TE,Daniel Brown,2500,NYJ,0.0,0.2,1.8705064880703242
TE,Noah Togiai,2500,IND,0.0,2.2,1.8705064880703242
TE,Farrod Green,2500,IND,0.0,1.5,1.8705064880703242
TE,Darrell Daniels,2500,ARI,0.0,1.1,1.8705064880703242
TE,Jordan Thomas,2500,ARI,0.0,0.7,1.8705064880703242
TE,Jesse James,2500,DET,0.0,2.0,1.8705064880703242
TE,Luke Willson,2500,SEA,0.0,1.0,1.8705064880703242
TE,Sean McKeon,2500,DAL,0.0,0.4,1.8705064880703242
TE,Cameron Brate,2500,TB,0.0,1.7,1.8705064880703242
TE,Antony Auclair,2500,TB,0.0,0.1,1.8705064880703242
TE,Jake Butt,2500,DEN,0.5,1.0,1.8705064880703242
TE,Nick Vannett,2500,DEN,0.2,2.5,1.8705064880703242
TE,Albert Okwuegbunam,2500,DEN,0.0,1.1,1.8705064880703242
TE,Andrew Beck,2500,DEN,0.0,0.1,1.8705064880703242
TE,Andrew Beck,2500,DEN,0.0,1.1,1.8705064880703242
WR,Tee Higgins,3900,CIN,3.25,6.0,7.872185430463578
WR,Adam Humphries,3900,TEN,13.25,10.8,7.872185430463578
DST,Titans ,3900,TEN,4.0,6.0,8.263157894736842
TE,Jack Doyle,3900,IND,7.9,5.7,8.788372093023256
WR,Nelson Agholor,3800,LV,6.1,5.3,7.7492397660818755
WR,KhaDarel Hodge,3800,CLE,4.05,3.9,7.7492397660818755
WR,Andy Isabella,3800,ARI,4.35,8.1,7.7492397660818755
DST,Browns ,3800,CLE,2.0,7.9,9.851851851851851
TE,Mo Alie-Cox,3800,IND,11.55,6.5,8.91276595744681
WR,Bryan Edwards,3700,LV,4.05,7.1,7.504880382775122
WR,Chase Claypool,3700,PIT,12.25,5.9,7.504880382775122
WR,Kenny Stills,3700,HOU,1.8,5.6,7.504880382775122
WR,Josh Reynolds,3700,LAR,4.0,4.9,7.504880382775122
WR,Chris Hogan,3700,NYJ,7.25,9.4,7.504880382775122
WR,Tim Patrick,3700,DEN,5.65,6.0,7.504880382775122
TE,Logan Thomas,3700,WAS,10.15,9.0,8.72181818181818
DST,Buccaneers ,3700,TB,7.0,8.4,12.655172413793107
WR,Cordarrelle Patterson,3600,CHI,4.7,5.3,6.935187165775403
WR,Cordarrelle Patterson,3600,CHI,4.7,4.6,6.935187165775403
WR,Olabisi Johnson,3600,MIN,6.0,7.0,6.935187165775403
WR,Braxton Berrios,3600,NYJ,8.95,10.2,6.935187165775403
WR,David Moore,3600,SEA,10.4,6.7,6.935187165775403
DST,Chargers ,3600,LAC,7.0,7.4,8.357142857142858
TE,Drew Sample,3500,CIN,6.6,7.0,7.307407407407408
TE,O.J. Howard,3500,TB,7.85,6.4,7.307407407407408
DST,49ers ,3500,SF,4.5,8.0,10.653061224489797
WR,Jason Moore,3500,LAC,0.0,0.6,5.626980392156863
TE,Jimmy Graham,3400,CHI,7.15,6.8,8.225806451612906
TE,Jordan Akins,3400,HOU,12.2,6.9,8.225806451612906
TE,Reggie Gilliam,3400,BUF,3.55,1.2,8.225806451612906
TE,Reggie Gilliam,3400,BUF,3.55,3.5,8.225806451612906
TE,Chris Herndon,3400,NYJ,5.1,9.2,8.225806451612906
WR,Greg Ward,3400,PHI,4.8,6.5,5.12070707070707
WR,Trent Taylor,3400,SF,2.85,4.8,5.12070707070707
WR,Jalen Guyton,3400,LAC,5.5,4.6,5.12070707070707
DST,Bills ,3400,BUF,5.0,6.2,9.153846153846152
WR,Keke Coutee,3300,HOU,2.1,2.1,5.316015625
WR,Tyler Johnson,3300,TB,0.0,0.9,5.316015625
TE,Darren Fells,3300,HOU,7.1,5.3,7.840677966101693
TE,Rob Gronkowski,3300,TB,1.55,5.1,7.840677966101693
DST,Cardinals ,3300,ARI,7.5,6.7,8.125
DST,Patriots ,3200,NE,8.5,7.0,7.91044776119403
WR,Javon Wims,3200,CHI,5.4,3.7,4.162878787878788
WR,Antonio Gandy-Golden,3200,WAS,1.3,1.8,4.162878787878788
WR,DaeSean Hamilton,3200,DEN,2.15,4.1,4.162878787878788
TE,Blake Bell,3200,DAL,2.7,3.2,6.770312499999998
WR,Ted Ginn Jr.,3100,CHI,0.0,1.2,3.7096638655462177
WR,Riley Ridley,3100,CHI,0.0,0.1,3.7096638655462177
WR,Dante Pettis,3100,SF,0.0,1.2,3.7096638655462177
WR,Dontrelle Inman,3100,WAS,3.9,6.0,3.7096638655462177
TE,Kyle Rudolph,3100,MIN,2.4,5.9,5.098611111111111
TE,Jeremy Sprinkle,3100,WAS,0.0,0.5,5.098611111111111
DST,Broncos ,3100,DEN,4.5,5.5,7.537313432835821
WR,Damiere Byrd,3000,NE,6.6,8.0,2.2977908441831176
WR,Jakobi Meyers,3000,NE,0.85,3.0,2.2977908441831176
WR,Matthew Slater,3000,NE,0.0,0.5,2.2977908441831176
WR,Zay Jones,3000,LV,4.25,4.1,2.2977908441831176
WR,Rico Gafford,3000,LV,0.0,0.1,2.2977908441831176
WR,Darnell Mooney,3000,CHI,9.7,6.3,2.2977908441831176
WR,Christian Blake,3000,ATL,0.0,2.1,2.2977908441831176
WR,Olamide Zaccheaus,3000,ATL,1.0,2.4,2.2977908441831176
WR,Brandon Powell,3000,ATL,0.0,1.4,2.2977908441831176
WR,Auden Tate,3000,CIN,0.0,1.3,2.2977908441831176
WR,JJ Arcega-Whiteside,3000,PHI,0.0,3.4,2.2977908441831176
WR,John Hightower,3000,PHI,0.4,2.9,2.2977908441831176
WR,Mike Thomas,3000,CIN,8.4,2.8,2.2977908441831176
WR,Alex Erickson,3000,CIN,0.0,0.8,2.2977908441831176
WR,Mohamed Sanu,3000,SF,0.0,4.2,2.2977908441831176
WR,Richie James Jr.,3000,SF,0.0,0.1,2.2977908441831176
WR,Chris Thompson,3000,SF,0.0,6.4,2.2977908441831176
WR,Chris Thompson,3000,SF,0.0,0.3,2.2977908441831176
WR,Damion Ratley,3000,NYG,0.0,3.5,2.2977908441831176
WR,C.J. Board,3000,NYG,4.95,3.1,2.2977908441831176
WR,Cody Core,3000,NYG,0.0,2.2,2.2977908441831176
WR,DeAndre Carter,3000,HOU,0.9,1.4,2.2977908441831176
WR,Chad Beebe,3000,MIN,0.0,0.1,2.2977908441831176
WR,Tajae Sharpe,3000,MIN,0.0,2.1,2.2977908441831176
WR,Dan Chisena,3000,MIN,0.0,0.8,2.2977908441831176
WR,K.J. Osborn,3000,MIN,0.0,0.8,2.2977908441831176
WR,Kalif Raymond,3000,TEN,0.0,3.8,2.2977908441831176
WR,Nick Westbrook-Ikhine,3000,TEN,0.0,0.7,2.2977908441831176
WR,Rashard Higgins,3000,CLE,0.95,1.8,2.2977908441831176
WR,Isaiah Wright,3000,WAS,0.0,0.9,2.2977908441831176
WR,Cam Sims,3000,WAS,0.0,0.7,2.2977908441831176
WR,JoJo Natson,3000,CLE,0.0,0.3,2.2977908441831176
WR,Nsimba Webster,3000,LAR,0.0,0.4,2.2977908441831176
WR,Gabriel Davis,3000,BUF,5.6,3.2,2.2977908441831176
WR,Isaiah McKenzie,3000,BUF,5.7,3.4,2.2977908441831176
WR,Andre Roberts,3000,BUF,0.0,0.4,2.2977908441831176
WR,Joe Reed,3000,LAC,0.4,2.1,2.2977908441831176
WR,Seth Roberts,3000,CAR,0.75,2.0,2.2977908441831176
WR,Pharoh Cooper,3000,CAR,0.0,1.1,2.2977908441831176
WR,Brandon Zylstra,3000,CAR,0.0,0.8,2.2977908441831176
WR,Keith Kirkwood,3000,CAR,0.0,0.1,2.2977908441831176
WR,K.J. Hill,3000,LAC,0.0,1.2,2.2977908441831176
WR,Josh Malone,3000,NYJ,3.4,5.9,2.2977908441831176
WR,Ashton Dulin,3000,IND,0.8,1.0,2.2977908441831176
WR,Dezmon Patmon,3000,IND,0.0,0.6,2.2977908441831176
WR,Trent Sherfield,3000,ARI,0.0,1.3,2.2977908441831176
WR,Jamal Agnew,3000,DET,0.5,1.1,2.2977908441831176
WR,Freddie Swain,3000,SEA,5.9,3.0,2.2977908441831176
WR,Penny Hart,3000,SEA,0.0,0.6,2.2977908441831176
WR,Cedrick Wilson,3000,DAL,0.0,0.7,2.2977908441831176
WR,Noah Brown,3000,DAL,2.4,2.0,2.2977908441831176
WR,Malik Turner,3000,DAL,0.0,0.2,2.2977908441831176
WR,Ventell Bryant,3000,DAL,0.0,0.3,2.2977908441831176
WR,Jaydon Mickens,3000,TB,0.0,0.7,2.2977908441831176
WR,KJ Hamler,3000,DEN,8.7,8.1,2.2977908441831176
WR,Diontae Spencer,3000,DEN,0.0,0.6,2.2977908441831176
WR,Tyrie Cleveland,3000,DEN,1.7,1.4,2.2977908441831176
TE,Devin Asiasi,3000,NE,0.0,1.2,6.428799999999999
TE,Ryan Izzo,3000,NE,3.7,5.4,6.428799999999999
TE,Ian Thomas,3000,CAR,1.8,5.5,6.428799999999999
TE,Will Dissly,3000,SEA,2.35,4.3,6.428799999999999
DST,Rams ,3000,LAR,5.5,6.8,7.132530120481928
DST,Bears ,2900,CHI,7.5,6.3,8.223404255319151
DST,Seahawks ,2900,SEA,4.5,5.8,8.223404255319151
TE,Tyler Kroft,2900,BUF,0.0,3.5,5.516058394160582
TE,Cole Kmet,2800,CHI,1.1,2.3,5.012142857142857
TE,Kaden Smith,2800,NYG,2.8,4.3,5.012142857142857
TE,Vance McDonald,2800,PIT,1.3,3.0,5.012142857142857
TE,Irv Smith Jr.,2800,MIN,1.7,5.7,5.012142857142857
TE,Dan Arnold,2800,ARI,4.35,6.5,5.012142857142857
DST,Falcons ,2800,ATL,1.0,6.1,7.141304347826088
DST,Eagles ,2800,PHI,2.0,6.4,7.141304347826088
TE,Jason Witten,2700,LV,1.25,3.3,4.0809523809523816
TE,Jacob Hollister,2700,SEA,0.95,1.9,4.0809523809523816
DST,Giants ,2700,NYG,6.5,6.7,8.313131313131311
DST,Bengals ,2600,CIN,0.5,6.0,7.427184466019418
DST,Cowboys ,2600,DAL,0.5,6.0,7.427184466019418
DST,Vikings ,2500,MIN,0.0,6.4,5.530973451327434
DST,Lions ,2400,DET,-1.0,6.0,6.831683168316832
DST,Raiders ,2300,LV,1.0,5.3,5.700934579439252
DST,Panthers ,2200,CAR,1.0,6.3,5.894736842105262
DST,Texans ,2100,HOU,2.0,5.4,4.621951219512195
DST,Jets ,2000,NYJ,5.5,5.5,4.7407407407407405
